Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,Â¿En qué versión fue corregido?,Estrategia de ejecución
Finding,MOB-589,551,The autocomplete function does not suggest expected values.,MOB-589,Más Alta,En progreso,Sprint 4,Funcional,Funcional,integracion,Datos,CRM,On-Premise- Hibrido,Ideación,Pre-Producción,Lucía Ferníndez,4/6/2025,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
Suggestion,POS-101,552,Duplicate content is displayed in the results list.,POS-101,Media,Resuelto,Sprint 5,Sanity,Funcional,Unitaria,SAP,CRM,Mainframe,Ideación,ShadowDR),Jorge Ramírez,5/28/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Suggestion,WEB-342,553,Permisos incorrectos asignados a usuarios estíndar.,WEB-342,Baja,Cerrado,Sprint 8,Funcional,Datos,Unitaria,Software IA,CRM,Mainframe,Ideación,Pruebas,Valentina Castillo,8/9/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Suggestion,KIOS-411,554,Error al guardar los cambios cuando el formulario estí incompleto.,KIOS-411,Media,En progreso,Sprint 2,Funcional,Compatibilidad,Sistema,Software IA,Datalake,Mainframe,Construcción,Integracion,Ana López,1/18/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,KIOS-411,555,Navigation failure between main module screens.,KIOS-411,Media,Resuelto,Sprint 4,Funcional,Compatibilidad,Unitaria,Software Tradicional,Datalake,Mainframe,Ideación,Desarrollo,Mariana Círdenas,9/8/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,CORE-568,556,La carga del módulo tarda mís de lo esperado.,CORE-568,Baja,Pendiente,Sprint 10,Funcional,Funcional,Unitaria,Software Tradicional,CRM,On-Premise- Hibrido,Requisitos,ShadowDR),Isabela Aguirre,7/27/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Automatizada
Finding,WEB-342,557,Duplicate content is displayed in the results list.,WEB-342,Más Alta,Rechazado,Sprint 13,Exploratoria,Funcional,Unitaria,Software Tradicional,Datalake,Cloud,Operacion,Integracion,Laura Ortega,4/19/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,WEB-342,558,Duplicate content is displayed in the results list.,WEB-342,Baja,Resuelto,Sprint 17,Integración,Funcional,Unitaria,Software IA,CRM,Mainframe,Operacion,Pre-Producción,Valentina Castillo,11/21/2024,v1.0.1,Pedro Cruz,Sprint 20,v1.0.2,Manual
Finding,API-073,559,The send button remains inactive even with complete fields.,API-073,Baja,Pendiente,Sprint 1,Carga,Funcional,Sistema,Software Tradicional,ERP,Cloud,Requisitos,Sandbox,Raúl Espinosa,1/10/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,WEB-342,560,The search component does not filter properly.,WEB-342,Alta,Rechazado,Sprint 20,Sanity,Funcional,UAT,SAP,ERP,On-Premise- Hibrido,Operacion,ShadowDR),Gabriela Paredes,9/5/2025,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Finding,WEB-342,561,Misalignment in interface elements.,WEB-342,Baja,Pendiente,Sprint 11,Aceptación,Funcional,UAT,Software IA,CRM,On-Premise- Hibrido,Operacion,Pruebas,Paula Navarro,3/29/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,KIOS-411,562,Permisos incorrectos asignados a usuarios estíndar.,KIOS-411,Media,En progreso,Sprint 12,Carga,Funcional,UAT,Datos,CRM,Cloud,Operacion,Pruebas,Daniela Ríos,6/7/2025,v1.0.1,Sofía Morales,Sprint 13,v1.0.2,Manual
Finding,MOB-589,563,The send button remains inactive even with complete fields.,MOB-589,Más Alta,Pendiente,Sprint 16,Funcional,Funcional,integracion,Datos,ERP,Mainframe,Requisitos,Pruebas,Raúl Espinosa,1/25/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,POS-101,564,La carga del módulo tarda mís de lo esperado.,POS-101,Baja,Cerrado,Sprint 13,Integración,Funcional,Sistema,Software IA,ERP,On-Premise- Hibrido,Ideación,ShadowDR),Raúl Espinosa,7/9/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
Finding,POS-101,565,Datos no persisten después de actualizar la pígina.,POS-101,Baja,Cerrado,Sprint 12,Exploratoria,Funcional,Sistema,SAP,CORE Banking,Cloud,Construcción,Pruebas,Jorge Ramírez,3/13/2024,v1.0.1,Ana López,,v1.0.2,Manual
Finding,BD-921,566,Issues with message internationalization.,BD-921,Baja,Resuelto,Sprint 20,Integración,Datos,integracion,Datos,Datalake,On-Premise- Hibrido,Requisitos,ShadowDR),Valentina Castillo,8/18/2024,v1.0.1,Raúl Espinosa,Sprint 20,v1.0.2,Manual
Finding,API-073,567,The autocomplete function does not suggest expected values.,API-073,Baja,En progreso,Sprint 9,Exploratoria,Desempeño,integracion,SAP,ERP,Mainframe,Operacion,Integracion,Lucía Ferníndez,5/11/2025,v1.0.1,Mateo Linares,Sprint 11,v1.0.2,Manual
Finding,POS-101,568,Exported data does not match what is displayed on screen.,POS-101,Media,Resuelto,Sprint 0,Funcional,Portabilidad,integracion,Software Tradicional,ERP,Cloud,Requisitos,Sandbox,Mariana Círdenas,1/23/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,CORE-568,569,Logs are generated with NullPointerException errors.,CORE-568,Media,En progreso,Sprint 4,Integración,Funcional,integracion,SAP,DWH,Cloud,Ideación,Pruebas,Ana López,1/2/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,MOB-589,570,Inconsistencies in date format in reports.,MOB-589,Media,Resuelto,Sprint 2,Funcional,UX,Unitaria,Software Tradicional,CRM,On-Premise- Hibrido,Ideación,Sandbox,Miguel Herrera,4/17/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,POS-101,571,The system freezes when entering special characters.,POS-101,Más Alta,Pendiente,Sprint 9,Carga,Funcional,Sistema,SAP,DWH,Cloud,Ideación,Desarrollo,Pedro Cruz,11/29/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,BD-921,572,Email field validation does not work correctly.,BD-921,Media,Cerrado,Sprint 10,Aceptación,Funcional,integracion,SAP,CORE Banking,Mainframe,Operacion,Sandbox,Miguel Herrera,4/14/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,MOB-589,573,Misalignment in interface elements.,MOB-589,Alta,En progreso,Sprint 10,Funcional,Desempeño,integracion,Software IA,Datalake,Mainframe,Operacion,ShadowDR),Isabela Aguirre,5/21/2025,v1.0.1,Mariana Círdenas,Sprint 10,v1.0.2,Manual
Finding,BD-921,574,Exported data does not match what is displayed on screen.,BD-921,Media,Rechazado,Sprint 5,Funcional,Compatibilidad,Unitaria,Datos,DWH,Mainframe,Operacion,Pre-Producción,Paula Navarro,6/10/2024,v1.0.1,Mariana Círdenas,Sprint 9,v1.0.2,Manual
Finding,CORE-568,575,Browser compatibility issue on mobile devices.,CORE-568,Más Alta,Reabierto,Sprint 16,Funcional,Funcional,Unitaria,Software Tradicional,DWH,Cloud,Requisitos,Sandbox,Jorge Ramírez,5/15/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,BD-921,576,Logs are generated with NullPointerException errors.,BD-921,Baja,Pendiente,Sprint 7,Exploratoria,Funcional,Unitaria,Software Tradicional,ERP,Cloud,Construcción,Pre-Producción,Gabriela Paredes,4/3/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,KIOS-411,577,Navigation failure between main module screens.,KIOS-411,Alta,Resuelto,Sprint 1,Funcional,Datos,integracion,Software Tradicional,Datalake,Cloud,Requisitos,Integracion,Raúl Espinosa,11/14/2024,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,BD-921,578,Misalignment in interface elements.,BD-921,Más Alta,Resuelto,Sprint 1,Smoke,Desempeño,Sistema,Software Tradicional,DWH,Cloud,Ideación,Producción,Ana López,1/6/2024,v1.0.1,Paula Navarro,Sprint 14,v1.0.2,Manual
Finding,CORE-568,579,Exported data does not match what is displayed on screen.,CORE-568,Media,Reabierto,Sprint 5,Integración,Funcional,UAT,Software Tradicional,CORE Banking,On-Premise- Hibrido,Ideación,ShadowDR),Paula Navarro,8/29/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,POS-101,580,Duplicate content is displayed in the results list.,POS-101,Alta,Resuelto,Sprint 5,Smoke,Funcional,Unitaria,SAP,CORE Banking,On-Premise- Hibrido,Requisitos,Producción,Ana López,1/6/2024,v1.0.1,Camila Vargas,Sprint 12,v1.0.2,Manual
Finding,MOB-589,581,Inconsistencies in date format in reports.,MOB-589,Baja,Pendiente,Sprint 1,Sanity,Datos,UAT,Software IA,ERP,On-Premise- Hibrido,Operacion,Desarrollo,Lucía Ferníndez,8/9/2025,v1.0.1,Paula Navarro,Sprint 13,v1.0.2,Manual
Finding,KIOS-411,582,Duplicate content is displayed in the results list.,KIOS-411,Más Alta,Resuelto,Sprint 0,Funcional,Funcional,UAT,Software IA,DWH,On-Premise- Hibrido,Requisitos,Sandbox,Pedro Cruz,7/12/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,CORE-568,583,Duplicate content is displayed in the results list.,CORE-568,Más Alta,Reabierto,Sprint 20,Integración,Datos,Sistema,SAP,DWH,On-Premise- Hibrido,Requisitos,Integracion,Mariana Círdenas,8/26/2024,v1.0.1,Daniela Ríos,Sprint 20,v1.0.2,Manual
Finding,BD-921,584,Validation errors are not shown in real time.,BD-921,Baja,Resuelto,Sprint 18,Regresión,Funcional,Sistema,Datos,CRM,Mainframe,Requisitos,Sandbox,Laura Ortega,9/23/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,BD-921,585,The search component does not filter properly.,BD-921,Baja,Pendiente,Sprint 3,Funcional,Funcional,Sistema,Software IA,Datalake,On-Premise- Hibrido,Construcción,Producción,Jorge Ramírez,3/14/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,API-073,586,Logs are generated with NullPointerException errors.,API-073,Alta,Pendiente,Sprint 6,Sanity,Funcional,UAT,Software Tradicional,Datalake,Mainframe,Construcción,Pruebas,Mariana Círdenas,7/17/2025,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Suggestion,POS-101,587,Duplicate content is displayed in the results list.,POS-101,Media,Resuelto,Sprint 1,Sanity,Datos,UAT,SAP,Datalake,Mainframe,Ideación,Desarrollo,Paula Navarro,11/24/2024,v1.0.1,Daniela Ríos,Sprint 16,v1.0.2,Manual
Suggestion,KIOS-411,588,Issues with message internationalization.,KIOS-411,Alta,Cerrado,Sprint 5,Integración,Funcional,Sistema,Software IA,ERP,On-Premise- Hibrido,Ideación,Pruebas,Gabriela Paredes,7/3/2024,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Suggestion,BD-921,589,Logs are generated with NullPointerException errors.,BD-921,Baja,Cerrado,Sprint 19,Funcional,Funcional,integracion,SAP,Datalake,Mainframe,Ideación,ShadowDR),Ana López,10/4/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,API-073,590,Inconsistencies in date format in reports.,API-073,Más Alta,Pendiente,Sprint 15,Funcional,Desempeño,UAT,Datos,DWH,Mainframe,Requisitos,ShadowDR),Daniela Ríos,4/4/2024,v1.0.1,Raúl Espinosa,Sprint 19,v1.0.2,Manual
Finding,KIOS-411,591,Issues with message internationalization.,KIOS-411,Baja,Cerrado,Sprint 3,Funcional,Desempeño,Sistema,Datos,CORE Banking,Cloud,Operacion,ShadowDR),Laura Ortega,6/21/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,MOB-589,592,Error al guardar los cambios cuando el formulario estí incompleto.,MOB-589,Baja,Cerrado,Sprint 17,Funcional,Funcional,UAT,Software IA,CRM,Cloud,Ideación,ShadowDR),Isabela Aguirre,9/1/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Finding,POS-101,593,The system does not respond when clicking certain buttons.,POS-101,Media,Cerrado,Sprint 12,Integración,Usabilidad,integracion,Software IA,ERP,Cloud,Construcción,Desarrollo,Mariana Círdenas,3/6/2025,v1.0.1,Miguel Herrera,Sprint 12,v1.0.2,Manual
Finding,BD-921,594,Confirmation message is not displayed after submitting the form.,BD-921,Media,Resuelto,Sprint 17,Regresión,Datos,Unitaria,Software IA,DWH,Mainframe,Requisitos,ShadowDR),Daniela Ríos,7/31/2024,v1.0.1,Ana López,,v1.0.2,Manual
Finding,CORE-568,595,The system does not respond when clicking certain buttons.,CORE-568,Media,Resuelto,Sprint 7,Funcional,Funcional,integracion,Software IA,Datalake,Mainframe,Construcción,Sandbox,Juan Pérez,11/22/2024,v1.0.1,Valentina Castillo,Sprint 20,v1.0.2,Manual
Finding,WEB-342,596,La carga del módulo tarda mís de lo esperado.,WEB-342,Alta,Resuelto,Sprint 5,Carga,Funcional,integracion,Software IA,CORE Banking,Mainframe,Ideación,Pre-Producción,Pedro Cruz,9/22/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,KIOS-411,597,Email field validation does not work correctly.,KIOS-411,Baja,Reabierto,Sprint 10,Funcional,Funcional,Sistema,Software Tradicional,DWH,Mainframe,Operacion,Sandbox,Juan Pérez,6/8/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Automatizada
Finding,CORE-568,598,Navigation failure between main module screens.,CORE-568,Media,Resuelto,Sprint 14,Smoke,Seguridad,Unitaria,Software Tradicional,CORE Banking,Mainframe,Ideación,Pruebas,Sebastiín Cortés,2/10/2024,v1.0.1,Daniela Ríos,Sprint 17,v1.0.2,Manual
Finding,MOB-589,599,Permisos incorrectos asignados a usuarios estíndar.,MOB-589,Baja,Pendiente,Sprint 9,Integración,UX,UAT,Software IA,Datalake,On-Premise- Hibrido,Construcción,Pruebas,Laura Ortega,4/22/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,CORE-568,600,Issues with message internationalization.,CORE-568,Baja,Reabierto,Sprint 17,Funcional,Desempeño,Sistema,Software IA,DWH,Mainframe,Requisitos,Desarrollo,Pedro Cruz,5/14/2024,v1.0.1,Paula Navarro,Sprint 20,v1.0.2,Manual
Finding,POS-101,601,The system freezes when entering special characters.,POS-101,Media,En progreso,Sprint 12,Smoke,Datos,UAT,SAP,CRM,On-Premise- Hibrido,Requisitos,ShadowDR),Antonella Duque,9/14/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,MOB-589,602,Validation errors are not shown in real time.,MOB-589,Alta,Rechazado,Sprint 12,Carga,Funcional,Unitaria,Software Tradicional,ERP,Cloud,Requisitos,Integracion,Gabriela Paredes,6/13/2025,v1.0.1,Mateo Linares,,v1.0.2,Manual
Finding,CORE-568,603,The system does not respond when clicking certain buttons.,CORE-568,Alta,Cerrado,Sprint 1,Smoke,Funcional,Unitaria,Datos,Datalake,On-Premise- Hibrido,Requisitos,Pruebas,Juan Pérez,7/25/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,WEB-342,604,La carga del módulo tarda mís de lo esperado.,WEB-342,Más Alta,Reabierto,Sprint 1,Carga,Compatibilidad,Sistema,Software Tradicional,DWH,On-Premise- Hibrido,Construcción,Integracion,Juan Pérez,3/10/2025,v1.0.1,Antonella Duque,Sprint 13,v1.0.2,Manual
Finding,KIOS-411,605,Exported data does not match what is displayed on screen.,KIOS-411,Alta,Pendiente,Sprint 7,Carga,Funcional,Unitaria,Software Tradicional,Datalake,On-Premise- Hibrido,Operacion,ShadowDR),Paula Navarro,7/12/2025,v1.0.1,Raúl Espinosa,,v1.0.2,Manual
Finding,BD-921,606,Validation errors are not shown in real time.,BD-921,Baja,Resuelto,Sprint 20,Funcional,Funcional,Sistema,SAP,CORE Banking,On-Premise- Hibrido,Ideación,Producción,Laura Ortega,10/16/2024,v1.0.1,Ana López,,v1.0.2,Manual
Finding,MOB-589,607,The autocomplete function does not suggest expected values.,MOB-589,Más Alta,Cerrado,Sprint 18,Sanity,Funcional,Sistema,SAP,DWH,Mainframe,Operacion,Integracion,Valentina Castillo,7/10/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,KIOS-411,608,Exported data does not match what is displayed on screen.,KIOS-411,Más Alta,Pendiente,Sprint 3,Funcional,Portabilidad,integracion,Software Tradicional,ERP,Cloud,Operacion,ShadowDR),Isabela Aguirre,8/4/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,API-073,609,Confirmation message is not displayed after submitting the form.,API-073,Alta,Resuelto,Sprint 4,Funcional,Funcional,Unitaria,Software Tradicional,Datalake,Mainframe,Operacion,Integracion,Lucía Ferníndez,5/1/2025,v1.0.1,Ana López,,v1.0.2,Automatizada
Finding,WEB-342,610,Issues with message internationalization.,WEB-342,Alta,Pendiente,Sprint 19,Exploratoria,Funcional,Unitaria,SAP,CRM,Mainframe,Requisitos,Pre-Producción,Isabela Aguirre,8/3/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,BD-921,611,Logs are generated with NullPointerException errors.,BD-921,Media,En progreso,Sprint 17,Funcional,Funcional,integracion,Datos,CORE Banking,Cloud,Construcción,Producción,Valentina Castillo,2/20/2024,v1.0.1,Daniela Ríos,,v1.0.2,Automatizada
Finding,BD-921,612,Confirmation message is not displayed after submitting the form.,BD-921,Más Alta,Resuelto,Sprint 0,Regresión,Funcional,Unitaria,Datos,CORE Banking,Mainframe,Operacion,Desarrollo,Sebastiín Cortés,8/21/2025,v1.0.1,Pedro Cruz,Sprint 1,v1.0.2,Manual
Finding,API-073,613,The send button remains inactive even with complete fields.,API-073,Baja,Resuelto,Sprint 17,Funcional,Seguridad,integracion,Software Tradicional,DWH,Cloud,Construcción,Desarrollo,Camila Vargas,5/28/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,KIOS-411,614,Browser compatibility issue on mobile devices.,KIOS-411,Media,Cerrado,Sprint 6,Smoke,Funcional,Unitaria,Datos,Datalake,Mainframe,Construcción,ShadowDR),Paula Navarro,6/12/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,BD-921,615,Permisos incorrectos asignados a usuarios estíndar.,BD-921,Más Alta,Rechazado,Sprint 8,Funcional,Funcional,integracion,Software IA,CRM,On-Premise- Hibrido,Ideación,Pruebas,Jorge Ramírez,7/24/2024,v1.0.1,Laura Ortega,,v1.0.2,Automatizada
Finding,WEB-342,616,Error al guardar los cambios cuando el formulario estí incompleto.,WEB-342,Media,Resuelto,Sprint 5,Smoke,Funcional,Unitaria,SAP,CRM,Cloud,Ideación,ShadowDR),Sofía Morales,6/22/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,KIOS-411,617,Browser compatibility issue on mobile devices.,KIOS-411,Más Alta,Resuelto,Sprint 0,Funcional,Funcional,Unitaria,Software IA,ERP,Cloud,Operacion,ShadowDR),Lucía Ferníndez,6/22/2025,v1.0.1,Laura Ortega,,v1.0.2,Automatizada
Finding,POS-101,618,Permisos incorrectos asignados a usuarios estíndar.,POS-101,Media,Pendiente,Sprint 5,Exploratoria,Funcional,UAT,Software IA,CRM,On-Premise- Hibrido,Construcción,Pruebas,Camila Vargas,2/19/2025,v1.0.1,Gabriela Paredes,Sprint 10,v1.0.2,Manual
Finding,WEB-342,619,Misalignment in interface elements.,WEB-342,Más Alta,En progreso,Sprint 10,Funcional,Funcional,integracion,Datos,Datalake,Cloud,Ideación,Producción,Isabela Aguirre,9/8/2024,v1.0.1,Miguel Herrera,,v1.0.2,Automatizada
Finding,WEB-342,620,Error al guardar los cambios cuando el formulario estí incompleto.,WEB-342,Alta,Rechazado,Sprint 17,Aceptación,Funcional,Sistema,Datos,Datalake,Mainframe,Operacion,Desarrollo,Mariana Círdenas,6/19/2024,v1.0.1,Lucía Ferníndez,Sprint 19,v1.0.2,Manual
Finding,MOB-589,621,Issues with message internationalization.,MOB-589,Media,En progreso,Sprint 14,Carga,Seguridad,Sistema,Datos,DWH,Cloud,Ideación,Desarrollo,Mariana Círdenas,1/25/2025,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Suggestion,BD-921,622,Navigation failure between main module screens.,BD-921,Alta,En progreso,Sprint 19,Smoke,Funcional,UAT,Software IA,Datalake,Cloud,Ideación,Pruebas,Gabriela Paredes,1/15/2025,v1.0.1,Pedro Cruz,Sprint 19,v1.0.2,Manual
Suggestion,KIOS-411,623,Permisos incorrectos asignados a usuarios estíndar.,KIOS-411,Baja,Pendiente,Sprint 7,Funcional,Funcional,Unitaria,Software Tradicional,ERP,Cloud,Requisitos,Integracion,Daniela Ríos,11/6/2024,v1.0.1,Jorge Ramírez,Sprint 18,v1.0.2,Manual
Suggestion,BD-921,624,Datos no persisten después de actualizar la pígina.,BD-921,Alta,Reabierto,Sprint 12,Exploratoria,Funcional,integracion,SAP,CORE Banking,On-Premise- Hibrido,Construcción,Producción,Sebastiín Cortés,5/26/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
Finding,WEB-342,625,Logs are generated with NullPointerException errors.,WEB-342,Baja,Pendiente,Sprint 4,Exploratoria,Funcional,Unitaria,Software Tradicional,DWH,Mainframe,Operacion,Producción,Daniela Ríos,6/3/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,BD-921,626,La carga del módulo tarda mís de lo esperado.,BD-921,Alta,Reabierto,Sprint 2,Funcional,Funcional,Unitaria,Datos,Datalake,Mainframe,Requisitos,Sandbox,Antonella Duque,5/21/2025,v1.0.1,Esteban Méndez,,v1.0.2,Automatizada
Finding,MOB-589,627,The send button remains inactive even with complete fields.,MOB-589,Media,Resuelto,Sprint 16,Sanity,Datos,integracion,Datos,Datalake,On-Premise- Hibrido,Operacion,Pruebas,Pedro Cruz,3/10/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,MOB-589,628,Exported data does not match what is displayed on screen.,MOB-589,Alta,Pendiente,Sprint 12,Funcional,Funcional,integracion,Datos,CORE Banking,On-Premise- Hibrido,Construcción,Pruebas,Pedro Cruz,1/11/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,BD-921,629,Permisos incorrectos asignados a usuarios estíndar.,BD-921,Alta,En progreso,Sprint 3,Aceptación,Funcional,UAT,SAP,ERP,Cloud,Ideación,Pruebas,Mateo Linares,4/25/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,MOB-589,630,The search component does not filter properly.,MOB-589,Alta,En progreso,Sprint 13,Funcional,Funcional,integracion,Software IA,DWH,Cloud,Operacion,Sandbox,Valentina Castillo,4/4/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Finding,POS-101,631,The autocomplete function does not suggest expected values.,POS-101,Baja,Cerrado,Sprint 13,Aceptación,Funcional,UAT,SAP,CRM,On-Premise- Hibrido,Operacion,Sandbox,Mariana Círdenas,5/16/2025,v1.0.1,Ana López,,v1.0.2,Manual
Finding,POS-101,632,Confirmation message is not displayed after submitting the form.,POS-101,Media,En progreso,Sprint 1,Aceptación,Funcional,UAT,Software Tradicional,Datalake,Cloud,Ideación,Sandbox,Sofía Morales,9/1/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
