Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Etapa de la prueba,Ambiente,Reportado,Fecha Reporte,Versión de corrección 1,Desarrollador,Sprint última regresión,En qué versión fue corregido?,Estrategia de ejecución
Test,TECH-1269,461841,"[Navigation] Verify that the OPIc navigation tree is displayed if the rater is OPIc certified. (Fetch & Rate OPIc, Listen to a Test, Rating History).",,Trivial,To Do,,,,,Listen to a Test,Rating History).,,,,Alexa Altez,7/9/2025 11:01,v1.0,,,v1.0,Manual
Test,TECH-1268,461840,"[Navigation] Verify that the specific test type options (OPIc, WPT, OPI, AAPPL) are displayed only if the rater is certified to rater that test type.",,Trivial,To Do,,,,,WPT,OPI,,,,Alexa Altez,7/9/2025 10:43,v1.0,,,v1.0,Manual
Test,TECH-1267,461837,"[Navigation] Verify that the general options in the left navigation menu are displayed. (Dashboard, View/Update Calendar, Activity Report, ILR Testing Documents ONLY)",,Trivial,To Do,,,,,View,Update Calendar,Activity Report,,,Alexa Altez,7/9/2025 10:39,v1.0,,,v1.0,Manual
Test,TECH-1266,461835,"[Dashboard] Verify that the User is redirected to the ""Your Availability to Test"" calendar by clicking in the ""Your Availability to Test"" button",,Trivial,To Do,,,,,Dashboard,Verify,User,,,Alexa Altez,7/9/2025 10:04,v1.0,,,v1.0,Manual
Test,TECH-1265,461834,"[Dashboard] Verify that the ""AAPPL Rating Criteria"" button opens in a new tab the ACTFL AAPPL Rating Criteria",,Trivial,To Do,,,,,Dashboard,Verify,AAPPL Rating,,,Alexa Altez,7/9/2025 9:48,v7,,,v7,Manual
Test,TECH-1264,461833,"[Dashboard] Verify that the ""ACTFL yyyy Speaking Guidelines"" button opens in a new tab the ACTFL speaking guidelines",,Trivial,To Do,,,,,Dashboard,Verify,ACTFL,,,Alexa Altez,7/9/2025 9:47,v1.0,,,v1.0,Manual
Test,TECH-1263,461832,"[Dashboard] Verify that the ""ACTFL yyyy Writing Guidelines"" button opens in a new tab the ACTFL writing guidelines",,Trivial,To Do,,,,,Dashboard,Verify,ACTFL,,,Alexa Altez,7/9/2025 9:47,v1.0,,,v1.0,Manual
Test,TECH-1262,461831,"[Dashboard] Verify that the dashboard table indicates the number of assigned tests for each test type. ""Yes (#Test)"" when one or more tests are assigned and ""No test"" if no test is assigned.",,Trivial,To Do,,,,,Dashboard,Verify,Yes,,,Alexa Altez,7/9/2025 9:43,v1.0,,,v1.0,Manual
Test,TECH-1261,461830,[Dashboard] Verify that the dashboard displays the list of available tests to conduct and/or rate based on the rater's certifications.,,Trivial,To Do,,,,,Dashboard,Verify,,,,Alexa Altez,7/9/2025 9:37,v1.0,,,v1.0,Manual
Test,TECH-1260,461829,[Login] Verify that users are logged out after a period of inactivity.,,Trivial,To Do,,,,,Login,Verify,,,,Alexa Altez,7/9/2025 9:34,v1.0,,,v1.0,Manual
Test,TECH-1259,461828,"[Login] Verify that the ""Forgot Password"" functionality sends a password reset link to the user’s registered email.",,Trivial,To Do,,,,,Login,Verify,Forgot Password,,,Alexa Altez,7/9/2025 9:33,v1.0,,,v1.0,Manual
Test,TECH-1258,461827,[Login] Verify that the Rater Site displays an error message for invalid login attempts.,,Trivial,To Do,,,,,Login,Verify,Rater Site,,,Alexa Altez,7/9/2025 9:33,v1.0,,,v1.0,Manual
Test,TECH-1257,461826,[Login] Verify that the Rater Site can be accessed using valid credentials.,,Trivial,To Do,,,,,Login,Verify,Rater Site,,,Alexa Altez,7/9/2025 9:33,v1.0,,,v1.0,Manual
Story,TECH-1256,461794,"As a system, I want to ensure that when a new Client account, clone of existing account or a duplicate account is created, Password Complexity and MFA are set as YES by default.",,Trivial,Done,Sprint 153: 6/26 - 7/9/25,System,,,As a system,,,,,Rohan Gandhi,7/8/2025 17:44,v1.0,Annie Wendel,Sprint 154: 7/10 - 7/23/25,v1.0,Manual
Test,TECH-1255,461763,"[AAPPL] Verify that the ""Language"" dropdown in the AAPPL Home page in the rater site only contains as options the rater assigned languages",,Trivial,To Do,,,,,AAPPL,Verify,Language,,,Alexa Altez,7/8/2025 10:32,v1.0,,,v1.0,Manual
Test,TECH-1254,461762,"[AAPPL] Verify that selecting a language and clicking the ""Fetch the test and rate"" button fetches a test of the selected language and displays the popup rate window.",,Trivial,To Do,,,,,AAPPL,Verify,Fetch,,,Alexa Altez,7/8/2025 10:21,v1.0,,,v1.0,Manual
Test,TECH-1253,461760,[AAPPL] Verify that a rater can successfully fetch an available AAPPL test when no other AAPPL test is assigned to them.,,Trivial,To Do,,,,,AAPPL,Verify,,,,Alexa Altez,7/8/2025 10:00,v1.0,,,v1.0,Manual
Story,TECH-1325,461732,"As an LTI Rater, I want to be able to see the password I'm entering when attempting to log into the LTI Rater Site so that I can be sure I'm typing it in correctly.",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,As an LTI Rater,,,,,Annie Wendel,7/7/2025 10:52,v1.0,Yun Ju Lee,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1334,461730,"As a data analytics specialist, I want to see accurate data for Rating Start Date and Rating End Date so that my reporting is consistent.(OPIc)",,Trivial,To Do,Sprint 154: 7/10 - 7/23/25,,,,As a data analytics specialist,,,,,Annie Wendel,7/7/2025 10:52,v1.0,Yun Ju Lee,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Epic,TECH-1324,461728,"APM: Add ""Show Password"" functionality to LTI Rater Site login page",,Trivial,Done,,,,,APM,,,,,Annie Wendel,7/7/2025 10:39,v1.0,Yun Ju Lee,,v1.0,Manual
Epic,TECH-1333,461727,INTK-709: Request to correct the error in Rating Start Date and Rating End Date,,Trivial,In Development,,,,,INTK,709,,,,Annie Wendel,7/7/2025 10:38,v1.0,Yun Ju Lee,,v1.0,Manual
Bug,TECH-1252,461695,DLI Form - Rater Site - Levels 3 & 5 in the Main Statement is displayed as undefined,,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,Functional,,DLI Form,Rater Site,,,,Valentina Lorusso,7/4/2025 16:34,v1.0,Annie Wendel,Sprint 154: 7/10 - 7/23/25,v1.0,Manual
Test Execution,TECH-1251,461664,DLI Form Testing,,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,,,DLI Form Testing,,,,,Valentina Lorusso,7/3/2025 11:24,v1.0,Valentina Lorusso,,v1.0,Manual
Task,TECH-144,461609,New pricing is the default for all new accounts created,,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,,,New,,,,,Annie Wendel,7/1/2025 15:16,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-143,461607,"Update pricing references on Client Site ordering screen for AAPPL, ALIRA, and SOBL (wording in ticket)",,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,,,ALIRA,and SOBL (wording in ticket),,,,Annie Wendel,7/1/2025 15:14,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-142,461605,Set computer proctoring to $5 for AAPPL & ALIRA,,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,,,Set,AAPPL,ALIRA,,,Annie Wendel,7/1/2025 15:04,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-62,461602,Test Task,,Trivial,Done,,,,,Test Task,,,,,Annie Wendel,7/1/2025 10:45,v1.0,Annie Wendel,,v1.0,Manual
Story,TECH-759,461596,Monthly BURP Reporting,,Trivial,In Development,Sprint 153: 6/26 - 7/9/25,,,,Monthly BURP Reporting,,,,,Automation for Jira,7/1/2025 10:00,v1.0,Dan Foley,Sprint 154: 7/10 - 7/23/25,v1.0,Manual
Task,TECH-187,461561,Add ALIRA Learnosity Ref ID to the DB for ACTFL reporting purposes,,Trivial,To Do,Sprint 154: 7/10 - 7/23/25,,,,Add ALIRA,Learnosity Ref,ACTFL,,,Annie Wendel,6/30/2025 15:07,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Epic,TECH-147,461559,ALIRA 2025 Updates,,Trivial,To Do,,,,,ALIRA 2025 Updates,,,,,Annie Wendel,6/30/2025 15:06,v1.0,Annie Wendel,,v1.0,Manual
Test,TECH-61,461556,"[AAPPL] Verify that the ""Fetch the test and rate"" button is disabled if an AAPPL test is currently assigned.",,Trivial,To Do,,,,,AAPPL,Verify,Fetch,,,Alexa Altez,6/30/2025 12:57,v1.0,,,v1.0,Manual
Test,TECH-60,461555,"[AAPPL] Verify that the ""Fetch the test and rate"" button is enabled if no AAPPL test is currently assigned.",,Trivial,To Do,,,,,AAPPL,Verify,Fetch,,,Alexa Altez,6/30/2025 12:56,v1.0,,,v1.0,Manual
Test,TECH-59,461554,"[AAPPL] Verify that the ""Assigned Tests"" table displays ""No data to display"" when there isn't any test assigned to the rater.",,Trivial,To Do,,,,,AAPPL,Verify,Assigned Tests,,,Alexa Altez,6/30/2025 12:53,v1.0,,,v1.0,Manual
Test,TECH-58,461553,[OPI] GIVEN an OPI test that was fetched by a rater WHEN the rater does not rate the test AND more than an hour passes THEN the test is uncaptured AND the rater receives an error message if tries to rate it,,Trivial,To Do,,,,,OPI,GIVEN,WHEN,,,Alexa Altez,6/30/2025 11:57,v1.0,,,v1.0,Manual
Test,TECH-57,461552,[OPIc] Verify that an OPIc test is uncaptured and an error message is displayed if the rater does not rate it after more than an hour.,,Trivial,To Do,,,,,OPIc,Verify,,,,Alexa Altez,6/30/2025 11:57,v1.0,,,v1.0,Manual
Test,TECH-56,461551,[WPT] Verify that a WPT test is uncaptured and an error message is displayed if the rater does not rate it after more than an hour.,,Trivial,To Do,,,,,WPT,Verify,,,,Alexa Altez,6/30/2025 11:56,v1.0,,,v1.0,Manual
Test,TECH-55,461550,[AAPPL] Verify that an AAPPL test is uncaptured and an error message is displayed if the rater does not rate it after more than an hour.,,Trivial,To Do,,,,,AAPPL,Verify,,,,Alexa Altez,6/30/2025 11:56,v1.0,,,v1.0,Manual
Test,TECH-54,461549,[AAPPL] Verify that selecting NE as the score displays the 'Learner whispers or murmurs' reason for an English Form B test.,,Trivial,To Do,,,,,AAPPL,Verify,Learner,,,Alexa Altez,6/30/2025 11:51,v1.0,,,v1.0,Manual
Test,TECH-53,461548,[AAPPL] Verify that selecting NE as the score displays the 'Learner whispers or murmurs' reason for an English Form A test.,,Trivial,To Do,,,,,AAPPL,Verify,Learner,,,Alexa Altez,6/30/2025 11:51,v1.0,,,v1.0,Manual
Test,TECH-52,461547,[AAPPL] Verify that selecting NE as the score does not display the 'Learner whispers or murmurs' reason for an AAPPL ASL test.,,Trivial,To Do,,,,,AAPPL,Verify,Learner,,,Alexa Altez,6/30/2025 11:49,v1.0,,,v1.0,Manual
Test,TECH-51,461546,[AAPPL] Verify that selecting UR/NR as the score displays the 'Poor Recording Quality' reason for an English Form B test.,,Trivial,To Do,,,,,[AAPPL] Verify that selecting UR,,,,,Alexa Altez,6/30/2025 11:49,v1.0,,,v1.0,Manual
Test,TECH-50,461545,[AAPPL] Verify that selecting UR/NR as the score displays the 'Poor Recording Quality' reason for an English Form A test.,,Trivial,To Do,,,,,[AAPPL] Verify that selecting UR,,,,,Alexa Altez,6/30/2025 11:48,v1.0,,,v1.0,Manual
Test,TECH-49,461544,[AAPPL] Verify that selecting UR/NR as the score displays the 'Poor Recording Quality' reason for an AAPPL ASL test.,,Trivial,To Do,,,,,[AAPPL] Verify that selecting UR,,,,,Alexa Altez,6/30/2025 11:48,v1.0,,,v1.0,Manual
Test,TECH-48,461543,[AAPPL] Verify that selecting UR/NR as the score displays the 'Technical issues' reason for an AAPPL English Form B test.,,Trivial,To Do,,,,,[AAPPL] Verify that selecting UR,,,,,Alexa Altez,6/30/2025 11:48,v1.0,,,v1.0,Manual
Test,TECH-47,461542,[AAPPL] Verify that selecting UR/NR as the score displays the 'Technical issues' reason for an AAPPL English Form A test.,,Trivial,To Do,,,,,[AAPPL] Verify that selecting UR,,,,,Alexa Altez,6/30/2025 11:48,v1.0,,,v1.0,Manual
Test,TECH-46,461541,[AAPPL] Verify that selecting UR/NR as the score displays the 'Technical issues' reason for an AAPPL ASL test.,,Trivial,To Do,,,,,[AAPPL] Verify that selecting UR,,,,,Alexa Altez,6/30/2025 11:47,v1.0,,,v1.0,Manual
Test,TECH-45,461540,[AAPPL] Verify that hovering over different scores does not reference listening in the tooltip text for an AAPPL ASL test.,,Trivial,To Do,,,,,AAPPL,Verify,AAPPL ASL,,,Alexa Altez,6/30/2025 11:47,v1.0,,,v1.0,Manual
Test,TECH-44,461539,[AAPPL] Verify that a rated AAPPL test in the Final Rating Held queue flows to the Urgent Review queue when rated by a 4th rater with NR Alarming Comments.,,Trivial,To Do,,,,,AAPPL,Verify,Final Rating,,,Alexa Altez,6/30/2025 11:43,v1.0,,,v1.0,Manual
Test,TECH-43,461538,[AAPPL] Verify that a rated AAPPL test in the Final Rating Held queue flows to the Urgent Review queue when rated by a 3rd rater with NR Alarming Comments.,,Trivial,To Do,,,,,AAPPL,Verify,Final Rating,,,Alexa Altez,6/30/2025 11:43,v1.0,,,v1.0,Manual
Test,TECH-42,461537,[AAPPL] Verify that a rated AAPPL test in the Urgent Review queue does not flow out when rated by a second rater with an NR rating that is not Alarming Comments.,,Trivial,To Do,,,,,AAPPL,Verify,Urgent Review,,,Alexa Altez,6/30/2025 11:43,v1.0,,,v1.0,Manual
Test,TECH-41,461536,[AAPPL] Verify that a rated AAPPL test in the Rate Pending queue flows to the Urgent Review queue when rated by a second rater with NR Alarming Comments.,,Trivial,To Do,,,,,AAPPL,Verify,Rate Pending,,,Alexa Altez,6/30/2025 11:43,v1.0,,,v1.0,Manual
Test,TECH-40,461535,[AAPPL] Verify that a rated AAPPL test flows from the UR/NR Followup queue to the Urgent Review queue when rated with NR Alarming Comments.,,Trivial,To Do,,,,,AAPPL,Verify,UR/NR Followup,,,Alexa Altez,6/30/2025 11:39,v1.0,,,v1.0,Manual
Test,TECH-39,461534,[AAPPL] Verify that an unrated AAPPL test flows to the Urgent Review queue when rated with NR Alarming Comments.,,Trivial,To Do,,,,,AAPPL,Verify,Urgent Review,,,Alexa Altez,6/30/2025 11:39,v1.0,,,v1.0,Manual
Test,TECH-38,461533,[AAPPL] Verify that a rated AAPPL test in the Final Rating Held queue flows to the UR/NR Followup queue when rated by a 4th rater with an NR rating that is not Alarming Comments.,,Trivial,To Do,,,,,AAPPL,Verify,Final Rating,,,Alexa Altez,6/30/2025 11:38,v1.0,,,v1.0,Manual
Test,TECH-37,461532,[AAPPL] Verify that a rated AAPPL test in the Final Rating Held queue flows to the UR/NR Followup queue when rated by a 3rd rater with an NR rating that is not Alarming Comments.,,Trivial,To Do,,,,,AAPPL,Verify,Final Rating,,,Alexa Altez,6/30/2025 11:38,v1.0,,,v1.0,Manual
Test,TECH-36,461531,[AAPPL] Verify that a rated AAPPL test in the Rate Pending queue flows to the UR/NR Followup queue when rated by a second rater with an NR rating that is not Alarming Comments.,,Trivial,To Do,,,,,AAPPL,Verify,Rate Pending,,,Alexa Altez,6/30/2025 11:35,v1.0,,,v1.0,Manual
Test,TECH-35,461530,[AAPPL] Verify that an unrated AAPPL test flows to the UR/NR Followup queue when rated with an NR rating that is not Alarming Comments.,,Trivial,To Do,,,,,AAPPL,Verify,UR/NR Followup,,,Alexa Altez,6/30/2025 11:34,v1.0,,,v1.0,Manual
Task,TECH-141,461453,Update pricing based on the attached file/email,,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,,,email,,,,,Annie Wendel,6/26/2025 15:16,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-1352,461309,Request to make APPT.ID column active in the Expired Tests queue to reactive DLI OPIs in Follow UP queue to get them scheduled,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Request,APPT,Expired Tests,,,Diane Archer,6/25/2025 21:19,v1.0,Rohan Gandhi,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Task,TECH-135,461304,Upgrade Laravel on the AAPPL TDS,,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,,,Upgrade Laravel on the AAPPL TDS,,,,,Annie Wendel,6/25/2025 15:43,v1.0,Jongman Paek,,v1.0,Manual
Epic,TECH-1678,461299,Tech: Implement a process that automatically deidentifies PII after 10 years,,Trivial,In Development,,,,,Tech,,,,,Annie Wendel,6/25/2025 13:35,v1.0,Annie Wendel,,v1.0,Manual
Task,TECH-203,461298,Remove Contact Us link from BoA Client Site and add the wording in this ticket to the home screen,,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,,,Remove Contact,BoA Client,Site,,,Annie Wendel,6/25/2025 13:28,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-1555,461296,"As LTI, I want each Magento user that purchases a test under the accounts listed in this ticket to be created as a contact in Salesforce with their name, email, and the account populated so that I can manage support requests and contacts.",,Trivial,To Do,,,,,As LTI,email,,,,Annie Wendel,6/25/2025 13:16,v1.0,Vijay Damania,,v1.0,Manual
Sub Test Execution,TECH-556,461223,Sub-Test Execution for LTT-8028,,Trivial,Done,Sprint 151: 5/29-6/11/25,,,,Sub,Test Execution for LTT,8028,,,Alexa Altez,6/25/2025 11:43,v1.0,Alexa Altez,Sprint 152: 6/12 - 6/25/2025,v1.0,Manual
Sub Test Execution,TECH-560,461221,Sub-Test Execution for LTT-8029,,Trivial,Done,Sprint 151: 5/29-6/11/25,,,,Sub,Test Execution for LTT,8029,,,Alexa Altez,6/25/2025 11:43,v1.0,Alexa Altez,Sprint 152: 6/12 - 6/25/2025,v1.0,Manual
Sub Test Execution,TECH-553,461219,Sub-Test Execution for LTT-6554,,Trivial,Done,Sprint 138: 11/14-12/4/2024,,,,Sub,Test Execution for LTT,6554,,,Alexa Altez,6/25/2025 11:19,v1.0,Alexa Altez,Sprint 140: 12/19/24-1/8/25,v1.0,Manual
Bug,TECH-347,461217,ACTFL reports items out of order on Rater Site for Form B2,,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,Functional,,ACTFL,Rater Site,Form,,,Annie Wendel,6/25/2025 11:13,v2,Jongman Paek,,v2,Manual
Bug,TECH-337,461215,ACTFL Reports ASL items out  of order on Rater Site - Form A2,,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,Functional,,Form A2,,,,,Annie Wendel,6/25/2025 11:12,v2,Jongman Paek,,v2,Manual
Task,TECH-1323,461212,Production setup - Includes configuration of SAML on LTI Prod environment - Metadata file from PNC for PROD - Certificate file from PNC for PROD,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Production setup,Metadata file from PNC for PROD,Certificate file from PNC for PROD,,,Annie Wendel,6/25/2025 9:58,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1322,461208,Email notification changes for access to LTI clientsite due to SSO i.e. when new user is provision,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Email,LTI,SSO,,,Annie Wendel,6/25/2025 9:57,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1319,461206,Configuration in Clientsite for SSO for PNC and prevent users from logging into clientsite with username/password,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,password,,,,,Annie Wendel,6/25/2025 9:57,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1321,461204,"Through SSO, user will be prompted to select Account if it exists under multiple PNC accounts",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Through SSO,,,,,Annie Wendel,6/25/2025 9:57,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Task,TECH-1318,461202,Configuration and setup on UAT - Metadata file and configure on LTI Ping Federate - Certificate file and configure on LTI Ping Federate,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Configuration and setup on UAT,,,,,Annie Wendel,6/25/2025 9:57,v1.0,Vijay Damania,,v1.0,Manual
Epic,TECH-1317,461200,INTK-708: PNC Bank SSO Integration,,Trivial,Done,,Integration,,,INTK,708,PNC Bank SSO Integration,,,Annie Wendel,6/25/2025 9:56,v1.0,Annie Wendel,,v1.0,Manual
Epic,TECH-1554,461199,INTK-607: OPS: B2C candidate created as a Salesforce contact,,Trivial,To Do,,,,,INTK,607,OPS,,,Annie Wendel,6/25/2025 9:36,v1.0,Annie Wendel,,v1.0,Manual
Story,TECH-871,461167,(7) Functional Ability at the Plus Level,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Functional Ability,Plus Level,,,,Alan Stoddard,6/24/2025 19:51,v1.0,Alan Stoddard,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
